,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
0.824,0.81,,0.817,0.014,,,,,,,,,
0.642,0.635,,0.6385,0.007,,,,,,,,,
0.638,0.62,,0.629,0.018,,,,,,,,,
0.662,0.635,,0.6485,0.027,,,,,,,,,
0.64,0.635,,0.6375,0.005,,,,,,,,,
0.658,0.635,,0.6465,0.023,,,,,,,,,
0.66,0.66,,0.66,0,,,,,,,,,
0.7,0.685,,0.6925,0.015,,,,,,,,,
0.702,0.69,,0.696,0.012,,,,,,,,,
0.698,0.675,,0.6865,0.023,,,,,,,,,
0.702,0.685,,0.6935,0.017,,,,,,,,,
0.68,0.675,,0.6775,0.005,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.66,,0.67,0.02,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.678,0.675,,0.6765,0.003,,,,,,,,,
0.702,0.685,,0.6935,0.017,,,,,,,,,
0.722,0.69,,0.706,0.032,,,,,,,,,
0.696,0.7,,0.698,-0.004,,,,,,,,,
0.704,0.68,,0.692,0.024,,,,,,,,,
0.676,0.675,,0.6755,0.001,,,,,,,,,
0.704,0.675,,0.6895,0.029,,,,,,,,,
0.678,0.675,,0.6765,0.003,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.682,0.665,,0.6735,0.017,,,,,,,,,
0.698,0.67,,0.684,0.028,,,,,,,,,
0.68,0.675,,0.6775,0.005,,,,,,,,,
0.702,0.675,,0.6885,0.027,,,,,,,,,
0.678,0.675,,0.6765,0.003,,,,,,,,,
0.68,0.675,,0.6775,0.005,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.702,0.675,,0.6885,0.027,,,,,,,,,
0.678,0.68,,0.679,-0.002,,,,,,,,,
0.698,0.68,,0.689,0.018,,,,,,,,,
0.806,0.8,,0.803,0.006,,,,,,,,,
0.85,0.805,,0.8275,0.045,,,,,,,,,
0.848,0.83,,0.839,0.018,,,,,,,,,
0.826,0.81,,0.818,0.016,,,,,,,,,
0.85,0.815,,0.8325,0.035,,,,,,,,,
0.844,0.83,,0.837,0.014,,,,,,,,,
0.848,0.825,,0.8365,0.023,,,,,,,,,
0.87,0.83,,0.85,0.04,,,,,,,,,
0.826,0.81,,0.818,0.016,,,,,,,,,
0.85,0.825,,0.8375,0.025,,,,,,,,,
0.866,0.835,,0.8505,0.031,,,,,,,,,
0.846,0.835,,0.8405,0.011,,,,,,,,,
0.85,0.81,,0.83,0.04,,,,,,,,,
0.85,0.825,,0.8375,0.025,,,,,,,,,
0.844,0.835,,0.8395,0.009,,,,,,,,,
0.87,0.835,,0.8525,0.035,,,,,,,,,
0.848,0.835,,0.8415,0.013,,,,,,,,,
0.886,0.85,,0.868,0.036,,,,,,,,,
0.85,0.825,,0.8375,0.025,,,,,,,,,
0.848,0.825,,0.8365,0.023,,,,,,,,,
0.848,0.82,,0.834,0.028,,,,,,,,,
0.848,0.82,,0.834,0.028,,,,,,,,,
0.848,0.83,,0.839,0.018,,,,,,,,,
0.848,0.83,,0.839,0.018,,,,,,,,,
0.868,0.825,,0.8465,0.043,,,,,,,,,
0.828,0.815,,0.8215,0.013,,,,,,,,,
0.826,0.815,,0.8205,0.011,,,,,,,,,
0.846,0.82,,0.833,0.026,,,,,,,,,
0.848,0.81,,0.829,0.038,,,,,,,,,
0.806,0.79,,0.798,0.016,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.828,0.83,,0.829,-0.002,,,,,,,,,
0.872,0.86,,0.866,0.012,,,,,,,,,
0.872,0.87,,0.871,0.002,,,,,,,,,
0.866,0.865,,0.8655,0.001,,,,,,,,,
0.874,0.855,,0.8645,0.019,,,,,,,,,
0.868,0.86,,0.864,0.008,,,,,,,,,
0.852,0.845,,0.8485,0.007,,,,,,,,,
0.85,0.85,,0.85,0,,,,,,,,,
0.826,0.83,,0.828,-0.004,,,,,,,,,
0.85,0.82,,0.835,0.03,,,,,,,,,
0.834,0.83,,0.832,0.004,,,,,,,,,
0.828,0.825,,0.8265,0.003,,,,,,,,,
0.83,0.82,,0.825,0.01,,,,,,,,,
0.81,0.82,,0.815,-0.01,,,,,,,,,
0.79,0.775,,0.7825,0.015,,,,,,,,,
0.808,0.81,,0.809,-0.002,,,,,,,,,
0.792,0.78,,0.786,0.012,,,,,,,,,
0.81,0.8,,0.805,0.01,,,,,,,,,
0.77,0.77,,0.77,0,,,,,,,,,
0.812,0.805,,0.8085,0.007,,,,,,,,,
0.804,0.8,,0.802,0.004,,,,,,,,,
0.79,0.785,,0.7875,0.005,,,,,,,,,
0.776,0.76,,0.768,0.016,,,,,,,,,
0.768,0.765,,0.7665,0.003,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.75,0.755,,0.7525,-0.005,,,,,,,,,
0.752,0.75,,0.751,0.002,,,,,,,,,
0.772,0.77,,0.771,0.002,,,,,,,,,
0.792,0.775,,0.7835,0.017,,,,,,,,,
0.806,0.795,,0.8005,0.011,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.772,0.78,,0.776,-0.008,,,,,,,,,
0.738,0.73,,0.734,0.008,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.802,0.78,,0.791,0.022,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.762,0.76,,0.761,0.002,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.862,0.845,,0.8535,0.017,,,,,,,,,
0.88,0.85,,0.865,0.03,,,,,,,,,
0.838,0.84,,0.839,-0.002,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.88,0.85,,0.865,0.03,,,,,,,,,
0.86,0.85,,0.855,0.01,,,,,,,,,
0.88,0.855,,0.8675,0.025,,,,,,,,,
0.862,0.85,,0.856,0.012,,,,,,,,,
0.86,0.85,,0.855,0.01,,,,,,,,,
0.878,0.865,,0.8715,0.013,,,,,,,,,
0.918,0.885,,0.9015,0.033,,,,,,,,,
0.884,0.875,,0.8795,0.009,,,,,,,,,
0.878,0.855,,0.8665,0.023,,,,,,,,,
0.862,0.85,,0.856,0.012,,,,,,,,,
0.88,0.865,,0.8725,0.015,,,,,,,,,
0.882,0.85,,0.866,0.032,,,,,,,,,
0.818,0.82,,0.819,-0.002,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.842,0.83,,0.836,0.012,,,,,,,,,
0.778,0.755,,0.7665,0.023,,,,,,,,,
0.82,0.82,,0.82,-3.00E-15,,,,,,,,,
0.838,0.8,,0.819,0.038,,,,,,,,,
0.804,0.8,,0.802,0.004,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.706,0.755,,0.7305,-0.049,,,,,,,,,
0.764,0.75,,0.757,0.014,,,,,,,,,
0.788,0.785,,0.7865,0.003,,,,,,,,,
0.786,0.795,,0.7905,-0.009,,,,,,,,,
0.746,0.74,,0.743,0.006,,,,,,,,,
0.744,0.75,,0.747,-0.006,,,,,,,,,
0.766,0.755,,0.7605,0.011,,,,,,,,,
0.748,0.75,,0.749,-0.002,,,,,,,,,
0.706,0.715,,0.7105,-0.009,,,,,,,,,
0.704,0.7,,0.702,0.004,,,,,,,,,
0.688,0.69,,0.689,-0.002,,,,,,,,,
0.706,0.71,,0.708,-0.004,,,,,,,,,
0.728,0.725,,0.7265,0.003,,,,,,,,,
0.766,0.75,,0.758,0.016,,,,,,,,,
0.746,0.755,,0.7505,-0.009,,,,,,,,,
0.746,0.745,,0.7455,0.001,,,,,,,,,
0.766,0.765,,0.7655,0.001,,,,,,,,,
0.806,0.79,,0.798,0.016,,,,,,,,,
0.786,0.79,,0.788,-0.004,,,,,,,,,
0.824,0.82,,0.822,0.004,,,,,,,,,
0.826,0.825,,0.8255,0.001,,,,,,,,,
0.844,0.85,,0.847,-0.006,,,,,,,,,
0.882,0.87,,0.876,0.012,,,,,,,,,
0.886,0.885,,0.8855,0.001,,,,,,,,,
0.842,0.855,,0.8485,-0.013,,,,,,,,,
0.842,0.84,,0.841,0.002,,,,,,,,,
0.844,0.835,,0.8395,0.009,,,,,,,,,
0.824,0.835,,0.8295,-0.011,,,,,,,,,
0.846,0.835,,0.8405,0.011,,,,,,,,,
0.842,0.84,,0.841,0.002,,,,,,,,,
0.824,0.84,,0.832,-0.016,,,,,,,,,
0.844,0.84,,0.842,0.004,,,,,,,,,
0.734,0.74,,0.737,-0.006,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.774,0.76,,0.767,0.014,,,,,,,,,
0.798,0.785,,0.7915,0.013,,,,,,,,,
0.816,0.795,,0.8055,0.021,,,,,,,,,
0.814,0.82,,0.817,-0.006,,,,,,,,,
0.858,0.835,,0.8465,0.023,,,,,,,,,
0.836,0.825,,0.8305,0.011,,,,,,,,,
0.854,0.84,,0.847,0.014,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.874,0.87,,0.872,0.004,,,,,,,,,
0.894,0.875,,0.8845,0.019,,,,,,,,,
0.88,0.875,,0.8775,0.005,,,,,,,,,
0.876,0.86,,0.868,0.016,,,,,,,,,
0.916,0.885,,0.9005,0.031,,,,,,,,,
0.872,0.875,,0.8735,-0.003,,,,,,,,,
0.876,0.855,,0.8655,0.021,,,,,,,,,
0.858,0.845,,0.8515,0.013,,,,,,,,,
0.816,0.795,,0.8055,0.021,,,,,,,,,
0.818,0.81,,0.814,0.008,,,,,,,,,
0.814,0.805,,0.8095,0.009,,,,,,,,,
0.856,0.845,,0.8505,0.011,,,,,,,,,
0.858,0.855,,0.8565,0.003,,,,,,,,,
0.876,0.86,,0.868,0.016,,,,,,,,,
0.914,0.89,,0.902,0.024,,,,,,,,,
0.916,0.905,,0.9105,0.011,,,,,,,,,
0.896,0.88,,0.888,0.016,,,,,,,,,
0.876,0.87,,0.873,0.006,,,,,,,,,
0.854,0.835,,0.8445,0.019,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.776,0.775,,0.7755,0.001,,,,,,,,,
0.662,0.64,,0.651,0.022,,,,,,,,,
0.656,0.64,,0.648,0.016,,,,,,,,,
0.642,0.635,,0.6385,0.007,,,,,,,,,
0.638,0.63,,0.634,0.008,,,,,,,,,
0.662,0.64,,0.651,0.022,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.682,0.665,,0.6735,0.017,,,,,,,,,
0.678,0.67,,0.674,0.008,,,,,,,,,
0.702,0.67,,0.686,0.032,,,,,,,,,
0.678,0.685,,0.6815,-0.007,,,,,,,,,
0.698,0.69,,0.694,0.008,,,,,,,,,
0.702,0.665,,0.6835,0.037,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.662,0.66,,0.661,0.002,,,,,,,,,
0.636,0.635,,0.6355,0.001,,,,,,,,,
0.66,0.635,,0.6475,0.025,,,,,,,,,
0.662,0.635,,0.6485,0.027,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.66,0.65,,0.655,0.01,,,,,,,,,
0.662,0.65,,0.656,0.012,,,,,,,,,
0.678,0.66,,0.669,0.018,,,,,,,,,
0.68,0.675,,0.6775,0.005,,,,,,,,,
0.702,0.685,,0.6935,0.017,,,,,,,,,
0.678,0.67,,0.674,0.008,,,,,,,,,
0.68,0.665,,0.6725,0.015,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.662,0.645,,0.6535,0.017,,,,,,,,,
0.66,0.645,,0.6525,0.015,,,,,,,,,
0.66,0.655,,0.6575,0.005,,,,,,,,,
0.68,0.67,,0.675,0.01,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.64,0.64,,0.64,0,,,,,,,,,
0.658,0.63,,0.644,0.028,,,,,,,,,
0.642,0.63,,0.636,0.012,,,,,,,,,
0.66,0.66,,0.66,0,,,,,,,,,
0.678,0.665,,0.6715,0.013,,,,,,,,,
0.662,0.655,,0.6585,0.007,,,,,,,,,
0.68,0.655,,0.6675,0.025,,,,,,,,,
0.7,0.69,,0.695,0.01,,,,,,,,,
0.78,0.775,,0.7775,0.005,,,,,,,,,
0.796,0.775,,0.7855,0.021,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.8,0.765,,0.7825,0.035,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.762,0.755,,0.7585,0.007,,,,,,,,,
0.778,0.755,,0.7665,0.023,,,,,,,,,
0.758,0.745,,0.7515,0.013,,,,,,,,,
0.762,0.755,,0.7585,0.007,,,,,,,,,
0.798,0.77,,0.784,0.028,,,,,,,,,
0.802,0.79,,0.796,0.012,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.818,0.81,,0.814,0.008,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.822,0.815,,0.8185,0.007,,,,,,,,,
0.816,0.805,,0.8105,0.011,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.798,0.795,,0.7965,0.003,,,,,,,,,
0.86,0.825,,0.8425,0.035,,,,,,,,,
0.862,0.84,,0.851,0.022,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.842,0.83,,0.836,0.012,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.842,0.825,,0.8335,0.017,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.762,0.755,,0.7585,0.007,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.74,0.725,,0.7325,0.015,,,,,,,,,
0.716,0.7,,0.708,0.016,,,,,,,,,
0.7,0.69,,0.695,0.01,,,,,,,,,
0.7,0.7,,0.7,0,,,,,,,,,
0.742,0.71,,0.726,0.032,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.78,0.775,,0.7775,0.005,,,,,,,,,
0.8,0.77,,0.785,0.03,,,,,,,,,
0.798,0.785,,0.7915,0.013,,,,,,,,,
0.804,0.795,,0.7995,0.009,,,,,,,,,
0.776,0.775,,0.7755,0.001,,,,,,,,,
0.782,0.745,,0.7635,0.037,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.76,0.74,,0.75,0.02,,,,,,,,,
0.762,0.745,,0.7535,0.017,,,,,,,,,
0.778,0.755,,0.7665,0.023,,,,,,,,,
0.778,0.785,,0.7815,-0.007,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.842,0.835,,0.8385,0.007,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.842,0.81,,0.826,0.032,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.804,0.785,,0.7945,0.019,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.756,0.75,,0.753,0.006,,,,,,,,,
0.786,0.755,,0.7705,0.031,,,,,,,,,
0.778,0.755,,0.7665,0.023,,,,,,,,,
0.78,0.77,,0.775,0.01,,,,,,,,,
0.778,0.77,,0.774,0.008,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.802,0.775,,0.7885,0.027,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.78,0.775,,0.7775,0.005,,,,,,,,,
0.8,0.765,,0.7825,0.035,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.702,0.695,,0.6985,0.007,,,,,,,,,
0.7,0.69,,0.695,0.01,,,,,,,,,
0.718,0.69,,0.704,0.028,,,,,,,,,
0.7,0.705,,0.7025,-0.005,,,,,,,,,
0.72,0.705,,0.7125,0.015,,,,,,,,,
0.74,0.71,,0.725,0.03,,,,,,,,,
0.72,0.715,,0.7175,0.005,,,,,,,,,
0.738,0.725,,0.7315,0.013,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.762,0.75,,0.756,0.012,,,,,,,,,
0.78,0.755,,0.7675,0.025,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.762,0.755,,0.7585,0.007,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.718,0.715,,0.7165,0.003,,,,,,,,,
0.742,0.72,,0.731,0.022,,,,,,,,,
0.72,0.71,,0.715,0.01,,,,,,,,,
0.738,0.725,,0.7315,0.013,,,,,,,,,
0.744,0.71,,0.727,0.034,,,,,,,,,
0.738,0.735,,0.7365,0.003,,,,,,,,,
0.758,0.76,,0.759,-0.002,,,,,,,,,
0.8,0.77,,0.785,0.03,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.842,0.81,,0.826,0.032,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.778,0.785,,0.7815,-0.007,,,,,,,,,
0.78,0.75,,0.765,0.03,,,,,,,,,
0.762,0.745,,0.7535,0.017,,,,,,,,,
0.738,0.74,,0.739,-0.002,,,,,,,,,
0.762,0.74,,0.751,0.022,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.77,0.78,,0.775,-0.01,,,,,,,,,
0.736,0.725,,0.7305,0.011,,,,,,,,,
0.738,0.735,,0.7365,0.003,,,,,,,,,
0.752,0.73,,0.741,0.022,,,,,,,,,
0.738,0.745,,0.7415,-0.007,,,,,,,,,
0.736,0.715,,0.7255,0.021,,,,,,,,,
0.736,0.725,,0.7305,0.011,,,,,,,,,
0.734,0.72,,0.727,0.014,,,,,,,,,
0.738,0.73,,0.734,0.008,,,,,,,,,
0.734,0.74,,0.737,-0.006,,,,,,,,,
0.758,0.735,,0.7465,0.023,,,,,,,,,
0.732,0.725,,0.7285,0.007,,,,,,,,,
0.738,0.72,,0.729,0.018,,,,,,,,,
0.718,0.705,,0.7115,0.013,,,,,,,,,
0.712,0.705,,0.7085,0.007,,,,,,,,,
0.718,0.705,,0.7115,0.013,,,,,,,,,
0.694,0.69,,0.692,0.004,,,,,,,,,
0.698,0.685,,0.6915,0.013,,,,,,,,,
0.656,0.66,,0.658,-0.004,,,,,,,,,
0.678,0.66,,0.669,0.018,,,,,,,,,
0.674,0.665,,0.6695,0.009,,,,,,,,,
0.656,0.655,,0.6555,0.001,,,,,,,,,
0.696,0.675,,0.6855,0.021,,,,,,,,,
0.694,0.69,,0.692,0.004,,,,,,,,,
0.698,0.68,,0.689,0.018,,,,,,,,,
0.716,0.705,,0.7105,0.011,,,,,,,,,
0.716,0.715,,0.7155,0.001,,,,,,,,,
0.754,0.735,,0.7445,0.019,,,,,,,,,
0.754,0.755,,0.7545,-0.001,,,,,,,,,
0.774,0.755,,0.7645,0.019,,,,,,,,,
0.734,0.74,,0.737,-0.006,,,,,,,,,
0.774,0.75,,0.762,0.024,,,,,,,,,
0.774,0.765,,0.7695,0.009,,,,,,,,,
0.774,0.765,,0.7695,0.009,,,,,,,,,
0.794,0.78,,0.787,0.014,,,,,,,,,
0.774,0.775,,0.7745,-0.001,,,,,,,,,
0.76,0.74,,0.75,0.02,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.8,0.77,,0.785,0.03,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.818,0.81,,0.814,0.008,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.842,0.825,,0.8335,0.017,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.862,0.84,,0.851,0.022,,,,,,,,,
0.858,0.835,,0.8465,0.023,,,,,,,,,
0.84,0.84,,0.84,0,,,,,,,,,
0.86,0.83,,0.845,0.03,,,,,,,,,
0.86,0.85,,0.855,0.01,,,,,,,,,
0.86,0.835,,0.8475,0.025,,,,,,,,,
0.84,0.835,,0.8375,0.005,,,,,,,,,
0.86,0.835,,0.8475,0.025,,,,,,,,,
0.842,0.83,,0.836,0.012,,,,,,,,,
0.818,0.81,,0.814,0.008,,,,,,,,,
0.838,0.82,,0.829,0.018,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.778,0.78,,0.779,-0.002,,,,,,,,,
0.732,0.74,,0.736,-0.008,,,,,,,,,
0.772,0.75,,0.761,0.022,,,,,,,,,
0.772,0.75,,0.761,0.022,,,,,,,,,
0.772,0.78,,0.776,-0.008,,,,,,,,,
0.79,0.79,,0.79,0,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.81,0.805,,0.8075,0.005,,,,,,,,,
0.788,0.78,,0.784,0.008,,,,,,,,,
0.772,0.765,,0.7685,0.007,,,,,,,,,
0.756,0.76,,0.758,-0.004,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.79,0.795,,0.7925,-0.005,,,,,,,,,
0.828,0.82,,0.824,0.008,,,,,,,,,
0.832,0.825,,0.8285,0.007,,,,,,,,,
0.852,0.83,,0.841,0.022,,,,,,,,,
0.808,0.81,,0.809,-0.002,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.808,0.805,,0.8065,0.003,,,,,,,,,
0.772,0.77,,0.771,0.002,,,,,,,,,
0.772,0.77,,0.771,0.002,,,,,,,,,
0.772,0.765,,0.7685,0.007,,,,,,,,,
0.772,0.755,,0.7635,0.017,,,,,,,,,
0.752,0.74,,0.746,0.012,,,,,,,,,
0.752,0.765,,0.7585,-0.013,,,,,,,,,
0.81,0.78,,0.795,0.03,,,,,,,,,
0.772,0.775,,0.7735,-0.003,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.808,0.815,,0.8115,-0.007,,,,,,,,,
0.832,0.81,,0.821,0.022,,,,,,,,,
0.788,0.785,,0.7865,0.003,,,,,,,,,
0.792,0.79,,0.791,0.002,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.878,0.85,,0.864,0.028,,,,,,,,,
0.844,0.84,,0.842,0.004,,,,,,,,,
0.88,0.86,,0.87,0.02,,,,,,,,,
0.88,0.845,,0.8625,0.035,,,,,,,,,
0.878,0.87,,0.874,0.008,,,,,,,,,
0.86,0.85,,0.855,0.01,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.88,0.855,,0.8675,0.025,,,,,,,,,
0.902,0.87,,0.886,0.032,,,,,,,,,
0.878,0.87,,0.874,0.008,,,,,,,,,
0.898,0.88,,0.889,0.018,,,,,,,,,
0.92,0.905,,0.9125,0.015,,,,,,,,,
0.862,0.835,,0.8485,0.027,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.842,0.81,,0.826,0.032,,,,,,,,,
0.798,0.8,,0.799,-0.002,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.78,0.75,,0.765,0.03,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.742,0.735,,0.7385,0.007,,,,,,,,,
0.758,0.745,,0.7515,0.013,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.782,0.765,,0.7735,0.017,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.78,0.755,,0.7675,0.025,,,,,,,,,
0.78,0.76,,0.77,0.02,,,,,,,,,
0.74,0.745,,0.7425,-0.005,,,,,,,,,
0.76,0.73,,0.745,0.03,,,,,,,,,
0.74,0.725,,0.7325,0.015,,,,,,,,,
0.78,0.78,,0.78,-2.00E-15,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.78,0.755,,0.7675,0.025,,,,,,,,,
0.77,0.775,,0.7725,-0.005,,,,,,,,,
0.768,0.745,,0.7565,0.023,,,,,,,,,
0.772,0.78,,0.776,-0.008,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.788,0.78,,0.784,0.008,,,,,,,,,
0.75,0.755,,0.7525,-0.005,,,,,,,,,
0.774,0.75,,0.762,0.024,,,,,,,,,
0.766,0.77,,0.768,-0.004,,,,,,,,,
0.812,0.81,,0.811,0.002,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.832,0.835,,0.8335,-0.003,,,,,,,,,
0.848,0.845,,0.8465,0.003,,,,,,,,,
0.87,0.86,,0.865,0.01,,,,,,,,,
0.868,0.845,,0.8565,0.023,,,,,,,,,
0.85,0.855,,0.8525,-0.005,,,,,,,,,
0.868,0.85,,0.859,0.018,,,,,,,,,
0.806,0.82,,0.813,-0.014,,,,,,,,,
0.812,0.805,,0.8085,0.007,,,,,,,,,
0.81,0.79,,0.8,0.02,,,,,,,,,
0.768,0.78,,0.774,-0.012,,,,,,,,,
0.79,0.775,,0.7825,0.015,,,,,,,,,
0.79,0.785,,0.7875,0.005,,,,,,,,,
0.79,0.78,,0.785,0.01,,,,,,,,,
0.792,0.785,,0.7885,0.007,,,,,,,,,
0.79,0.79,,0.79,-9.99E-16,,,,,,,,,
0.792,0.79,,0.791,0.002,,,,,,,,,
0.806,0.8,,0.803,0.006,,,,,,,,,
0.794,0.795,,0.7945,-0.001,,,,,,,,,
0.806,0.785,,0.7955,0.021,,,,,,,,,
0.792,0.795,,0.7935,-0.003,,,,,,,,,
0.79,0.775,,0.7825,0.015,,,,,,,,,
0.77,0.78,,0.775,-0.01,,,,,,,,,
0.77,0.755,,0.7625,0.015,,,,,,,,,
0.718,0.725,,0.7215,-0.007,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.78,0.77,,0.775,0.01,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.84,0.84,,0.84,0,,,,,,,,,
0.8,0.77,,0.785,0.03,,,,,,,,,
0.818,0.815,,0.8165,0.003,,,,,,,,,
0.8,0.8,,0.8,-9.99E-16,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.818,0.785,,0.8015,0.033,,,,,,,,,
0.782,0.785,,0.7835,-0.003,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
