,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
0.832,0.82,,0.826,0.012,,,,,,,,,
0.832,0.835,,0.8335,-0.003,,,,,,,,,
0.806,0.81,,0.808,-0.004,,,,,,,,,
0.852,0.835,,0.8435,0.017,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.848,0.85,,0.849,-0.002,,,,,,,,,
0.848,0.84,,0.844,0.008,,,,,,,,,
0.828,0.815,,0.8215,0.013,,,,,,,,,
0.85,0.85,,0.85,0,,,,,,,,,
0.868,0.855,,0.8615,0.013,,,,,,,,,
0.848,0.84,,0.844,0.008,,,,,,,,,
0.828,0.84,,0.834,-0.012,,,,,,,,,
0.74,0.745,,0.7425,-0.005,,,,,,,,,
0.738,0.73,,0.734,0.008,,,,,,,,,
0.762,0.735,,0.7485,0.027,,,,,,,,,
0.78,0.77,,0.775,0.01,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.82,0.79,,0.805,0.03,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.76,0.755,,0.7575,0.005,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.762,0.745,,0.7535,0.017,,,,,,,,,
0.78,0.75,,0.765,0.03,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.758,0.755,,0.7565,0.003,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.78,0.775,,0.7775,0.005,,,,,,,,,
0.798,0.765,,0.7815,0.033,,,,,,,,,
0.762,0.76,,0.761,0.002,,,,,,,,,
0.758,0.74,,0.749,0.018,,,,,,,,,
0.762,0.745,,0.7535,0.017,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.74,0.74,,0.74,0,,,,,,,,,
0.76,0.73,,0.745,0.03,,,,,,,,,
0.738,0.745,,0.7415,-0.007,,,,,,,,,
0.784,0.755,,0.7695,0.029,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.74,0.72,,0.73,0.02,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.778,0.75,,0.764,0.028,,,,,,,,,
0.76,0.76,,0.76,0,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.784,0.75,,0.767,0.034,,,,,,,,,
0.74,0.74,,0.74,0,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.758,0.75,,0.754,0.008,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.798,0.775,,0.7865,0.023,,,,,,,,,
0.762,0.76,,0.761,0.002,,,,,,,,,
0.778,0.77,,0.774,0.008,,,,,,,,,
0.8,0.765,,0.7825,0.035,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.76,0.75,,0.755,0.01,,,,,,,,,
0.74,0.73,,0.735,0.01,,,,,,,,,
0.76,0.735,,0.7475,0.025,,,,,,,,,
0.742,0.735,,0.7385,0.007,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.758,0.745,,0.7515,0.013,,,,,,,,,
0.78,0.76,,0.77,0.02,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.784,0.77,,0.777,0.014,,,,,,,,,
0.798,0.77,,0.784,0.028,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.78,0.76,,0.77,0.02,,,,,,,,,
0.762,0.76,,0.761,0.002,,,,,,,,,
0.78,0.755,,0.7675,0.025,,,,,,,,,
0.782,0.76,,0.771,0.022,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.694,0.705,,0.6995,-0.011,,,,,,,,,
0.692,0.68,,0.686,0.012,,,,,,,,,
0.714,0.71,,0.712,0.004,,,,,,,,,
0.772,0.76,,0.766,0.012,,,,,,,,,
0.75,0.74,,0.745,0.01,,,,,,,,,
0.752,0.755,,0.7535,-0.003,,,,,,,,,
0.734,0.72,,0.727,0.014,,,,,,,,,
0.692,0.695,,0.6935,-0.003,,,,,,,,,
0.69,0.675,,0.6825,0.015,,,,,,,,,
0.694,0.69,,0.692,0.004,,,,,,,,,
0.732,0.725,,0.7285,0.007,,,,,,,,,
0.752,0.745,,0.7485,0.007,,,,,,,,,
0.752,0.745,,0.7485,0.007,,,,,,,,,
0.752,0.75,,0.751,0.002,,,,,,,,,
0.772,0.77,,0.771,0.002,,,,,,,,,
0.812,0.8,,0.806,0.012,,,,,,,,,
0.828,0.815,,0.8215,0.013,,,,,,,,,
0.792,0.795,,0.7935,-0.003,,,,,,,,,
0.834,0.825,,0.8295,0.009,,,,,,,,,
0.83,0.82,,0.825,0.01,,,,,,,,,
0.808,0.805,,0.8065,0.003,,,,,,,,,
0.834,0.81,,0.822,0.024,,,,,,,,,
0.81,0.815,,0.8125,-0.005,,,,,,,,,
0.81,0.8,,0.805,0.01,,,,,,,,,
0.81,0.81,,0.81,2.00E-15,,,,,,,,,
0.81,0.795,,0.8025,0.015,,,,,,,,,
0.792,0.8,,0.796,-0.008,,,,,,,,,
0.85,0.825,,0.8375,0.025,,,,,,,,,
0.834,0.825,,0.8295,0.009,,,,,,,,,
0.792,0.795,,0.7935,-0.003,,,,,,,,,
0.81,0.795,,0.8025,0.015,,,,,,,,,
0.812,0.81,,0.811,0.002,,,,,,,,,
0.806,0.795,,0.8005,0.011,,,,,,,,,
0.756,0.76,,0.758,-0.004,,,,,,,,,
0.77,0.785,,0.7775,-0.015,,,,,,,,,
0.872,0.855,,0.8635,0.017,,,,,,,,,
0.91,0.89,,0.9,0.02,,,,,,,,,
0.91,0.905,,0.9075,0.005,,,,,,,,,
0.908,0.9,,0.904,0.008,,,,,,,,,
0.89,0.88,,0.885,0.01,,,,,,,,,
0.848,0.845,,0.8465,0.003,,,,,,,,,
0.83,0.825,,0.8275,0.005,,,,,,,,,
0.828,0.815,,0.8215,0.013,,,,,,,,,
0.852,0.845,,0.8485,0.007,,,,,,,,,
0.832,0.84,,0.836,-0.008,,,,,,,,,
0.87,0.86,,0.865,0.01,,,,,,,,,
0.868,0.86,,0.864,0.008,,,,,,,,,
0.874,0.855,,0.8645,0.019,,,,,,,,,
0.866,0.87,,0.868,-0.004,,,,,,,,,
0.85,0.845,,0.8475,0.005,,,,,,,,,
0.85,0.845,,0.8475,0.005,,,,,,,,,
0.85,0.835,,0.8425,0.015,,,,,,,,,
0.85,0.845,,0.8475,0.005,,,,,,,,,
0.852,0.85,,0.851,0.002,,,,,,,,,
0.85,0.84,,0.845,0.01,,,,,,,,,
0.832,0.825,,0.8285,0.007,,,,,,,,,
0.83,0.825,,0.8275,0.005,,,,,,,,,
0.826,0.81,,0.818,0.016,,,,,,,,,
0.79,0.8,,0.795,-0.01,,,,,,,,,
0.814,0.79,,0.802,0.024,,,,,,,,,
0.806,0.805,,0.8055,0.001,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.852,0.83,,0.841,0.022,,,,,,,,,
0.716,0.72,,0.718,-0.004,,,,,,,,,
0.736,0.735,,0.7355,0.001,,,,,,,,,
0.776,0.765,,0.7705,0.011,,,,,,,,,
0.794,0.775,,0.7845,0.019,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.776,0.765,,0.7705,0.011,,,,,,,,,
0.776,0.76,,0.768,0.016,,,,,,,,,
0.756,0.745,,0.7505,0.011,,,,,,,,,
0.752,0.75,,0.751,0.002,,,,,,,,,
0.762,0.755,,0.7585,0.007,,,,,,,,,
0.774,0.755,,0.7645,0.019,,,,,,,,,
0.776,0.77,,0.773,0.006,,,,,,,,,
0.776,0.77,,0.773,0.006,,,,,,,,,
0.794,0.785,,0.7895,0.009,,,,,,,,,
0.816,0.79,,0.803,0.026,,,,,,,,,
0.774,0.775,,0.7745,-0.001,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.796,0.78,,0.788,0.016,,,,,,,,,
0.794,0.78,,0.787,0.014,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.756,0.75,,0.753,0.006,,,,,,,,,
0.756,0.755,,0.7555,0.001,,,,,,,,,
0.776,0.76,,0.768,0.016,,,,,,,,,
0.774,0.755,,0.7645,0.019,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.814,0.795,,0.8045,0.019,,,,,,,,,
0.816,0.805,,0.8105,0.011,,,,,,,,,
0.81,0.81,,0.81,0,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.772,0.77,,0.771,0.002,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.774,0.765,,0.7695,0.009,,,,,,,,,
0.798,0.77,,0.784,0.028,,,,,,,,,
0.734,0.725,,0.7295,0.009,,,,,,,,,
0.734,0.725,,0.7295,0.009,,,,,,,,,
0.732,0.735,,0.7335,-0.003,,,,,,,,,
0.752,0.74,,0.746,0.012,,,,,,,,,
0.734,0.735,,0.7345,-0.001,,,,,,,,,
0.752,0.735,,0.7435,0.017,,,,,,,,,
0.776,0.775,,0.7755,0.001,,,,,,,,,
0.81,0.79,,0.8,0.02,,,,,,,,,
0.814,0.805,,0.8095,0.009,,,,,,,,,
0.81,0.805,,0.8075,0.005,,,,,,,,,
0.812,0.81,,0.811,0.002,,,,,,,,,
0.832,0.82,,0.826,0.012,,,,,,,,,
0.832,0.815,,0.8235,0.017,,,,,,,,,
0.812,0.82,,0.816,-0.008,,,,,,,,,
0.832,0.815,,0.8235,0.017,,,,,,,,,
0.83,0.825,,0.8275,0.005,,,,,,,,,
0.854,0.835,,0.8445,0.019,,,,,,,,,
0.83,0.815,,0.8225,0.015,,,,,,,,,
0.792,0.79,,0.791,0.002,,,,,,,,,
0.772,0.775,,0.7735,-0.003,,,,,,,,,
0.774,0.765,,0.7695,0.009,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.774,0.765,,0.7695,0.009,,,,,,,,,
0.792,0.78,,0.786,0.012,,,,,,,,,
0.792,0.79,,0.791,0.002,,,,,,,,,
0.832,0.825,,0.8285,0.007,,,,,,,,,
0.812,0.805,,0.8085,0.007,,,,,,,,,
0.812,0.79,,0.801,0.022,,,,,,,,,
0.77,0.78,,0.775,-0.01,,,,,,,,,
0.796,0.79,,0.793,0.006,,,,,,,,,
0.81,0.78,,0.795,0.03,,,,,,,,,
0.752,0.765,,0.7585,-0.013,,,,,,,,,
0.732,0.72,,0.726,0.012,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.796,0.78,,0.788,0.016,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.818,0.79,,0.804,0.028,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.776,0.775,,0.7755,0.001,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.822,0.81,,0.816,0.012,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.842,0.82,,0.831,0.022,,,,,,,,,
0.82,0.81,,0.815,0.01,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.818,0.815,,0.8165,0.003,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.862,0.825,,0.8435,0.037,,,,,,,,,
0.84,0.84,,0.84,0,,,,,,,,,
0.86,0.84,,0.85,0.02,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.824,0.81,,0.817,0.014,,,,,,,,,
0.836,0.815,,0.8255,0.021,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.802,0.77,,0.786,0.032,,,,,,,,,
0.796,0.785,,0.7905,0.011,,,,,,,,,
0.802,0.79,,0.796,0.012,,,,,,,,,
0.82,0.79,,0.805,0.03,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.77,0.775,,0.7725,-0.005,,,,,,,,,
0.788,0.755,,0.7715,0.033,,,,,,,,,
0.786,0.76,,0.773,0.026,,,,,,,,,
0.768,0.755,,0.7615,0.013,,,,,,,,,
0.77,0.74,,0.755,0.03,,,,,,,,,
0.768,0.74,,0.754,0.028,,,,,,,,,
0.746,0.735,,0.7405,0.011,,,,,,,,,
0.772,0.735,,0.7535,0.037,,,,,,,,,
0.748,0.725,,0.7365,0.023,,,,,,,,,
0.728,0.71,,0.719,0.018,,,,,,,,,
0.744,0.73,,0.737,0.014,,,,,,,,,
0.768,0.74,,0.754,0.028,,,,,,,,,
0.768,0.755,,0.7615,0.013,,,,,,,,,
0.768,0.74,,0.754,0.028,,,,,,,,,
0.812,0.775,,0.7935,0.037,,,,,,,,,
0.806,0.79,,0.798,0.016,,,,,,,,,
0.808,0.785,,0.7965,0.023,,,,,,,,,
0.786,0.77,,0.778,0.016,,,,,,,,,
0.81,0.78,,0.795,0.03,,,,,,,,,
0.828,0.795,,0.8115,0.033,,,,,,,,,
0.806,0.795,,0.8005,0.011,,,,,,,,,
0.81,0.78,,0.795,0.03,,,,,,,,,
0.786,0.77,,0.778,0.016,,,,,,,,,
0.81,0.77,,0.79,0.04,,,,,,,,,
0.768,0.765,,0.7665,0.003,,,,,,,,,
0.788,0.75,,0.769,0.038,,,,,,,,,
0.768,0.745,,0.7565,0.023,,,,,,,,,
0.766,0.76,,0.763,0.006,,,,,,,,,
0.808,0.775,,0.7915,0.033,,,,,,,,,
0.81,0.785,,0.7975,0.025,,,,,,,,,
0.806,0.78,,0.793,0.026,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.85,0.815,,0.8325,0.035,,,,,,,,,
0.848,0.825,,0.8365,0.023,,,,,,,,,
0.694,0.685,,0.6895,0.009,,,,,,,,,
0.712,0.7,,0.706,0.012,,,,,,,,,
0.736,0.73,,0.733,0.006,,,,,,,,,
0.732,0.735,,0.7335,-0.003,,,,,,,,,
0.752,0.74,,0.746,0.012,,,,,,,,,
0.772,0.755,,0.7635,0.017,,,,,,,,,
0.752,0.745,,0.7485,0.007,,,,,,,,,
0.716,0.715,,0.7155,0.001,,,,,,,,,
0.71,0.71,,0.71,0,,,,,,,,,
0.716,0.7,,0.708,0.016,,,,,,,,,
0.714,0.71,,0.712,0.004,,,,,,,,,
0.716,0.705,,0.7105,0.011,,,,,,,,,
0.712,0.705,,0.7085,0.007,,,,,,,,,
0.716,0.715,,0.7155,0.001,,,,,,,,,
0.732,0.715,,0.7235,0.017,,,,,,,,,
0.732,0.725,,0.7285,0.007,,,,,,,,,
0.736,0.72,,0.728,0.016,,,,,,,,,
0.714,0.72,,0.717,-0.006,,,,,,,,,
0.714,0.705,,0.7095,0.009,,,,,,,,,
0.714,0.695,,0.7045,0.019,,,,,,,,,
0.692,0.695,,0.6935,-0.003,,,,,,,,,
0.692,0.69,,0.691,0.002,,,,,,,,,
0.692,0.69,,0.691,0.002,,,,,,,,,
0.69,0.675,,0.6825,0.015,,,,,,,,,
0.634,0.635,,0.6345,-0.001,,,,,,,,,
0.636,0.63,,0.633,0.006,,,,,,,,,
0.654,0.64,,0.647,0.014,,,,,,,,,
0.674,0.665,,0.6695,0.009,,,,,,,,,
0.67,0.67,,0.67,0,,,,,,,,,
0.714,0.695,,0.7045,0.019,,,,,,,,,
0.714,0.71,,0.712,0.004,,,,,,,,,
0.712,0.715,,0.7135,-0.003,,,,,,,,,
0.736,0.72,,0.728,0.016,,,,,,,,,
0.752,0.745,,0.7485,0.007,,,,,,,,,
0.754,0.75,,0.752,0.004,,,,,,,,,
0.772,0.775,,0.7735,-0.003,,,,,,,,,
0.794,0.78,,0.787,0.014,,,,,,,,,
0.812,0.795,,0.8035,0.017,,,,,,,,,
0.832,0.83,,0.831,0.002,,,,,,,,,
0.848,0.835,,0.8415,0.013,,,,,,,,,
0.812,0.815,,0.8135,-0.003,,,,,,,,,
0.832,0.81,,0.821,0.022,,,,,,,,,
0.812,0.81,,0.811,0.002,,,,,,,,,
0.81,0.81,,0.81,0,,,,,,,,,
0.83,0.805,,0.8175,0.025,,,,,,,,,
0.816,0.81,,0.813,0.006,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.868,0.855,,0.8615,0.013,,,,,,,,,
0.85,0.85,,0.85,0,,,,,,,,,
0.852,0.84,,0.846,0.012,,,,,,,,,
0.832,0.835,,0.8335,-0.003,,,,,,,,,
0.848,0.845,,0.8465,0.003,,,,,,,,,
0.852,0.83,,0.841,0.022,,,,,,,,,
0.85,0.84,,0.845,0.01,,,,,,,,,
0.85,0.85,,0.85,0,,,,,,,,,
0.83,0.83,,0.83,0,,,,,,,,,
0.834,0.825,,0.8295,0.009,,,,,,,,,
0.812,0.8,,0.806,0.012,,,,,,,,,
0.808,0.8,,0.804,0.008,,,,,,,,,
0.814,0.8,,0.807,0.014,,,,,,,,,
0.792,0.79,,0.791,0.002,,,,,,,,,
0.81,0.805,,0.8075,0.005,,,,,,,,,
0.794,0.79,,0.792,0.004,,,,,,,,,
0.816,0.795,,0.8055,0.021,,,,,,,,,
0.806,0.805,,0.8055,0.001,,,,,,,,,
0.814,0.805,,0.8095,0.009,,,,,,,,,
0.794,0.785,,0.7895,0.009,,,,,,,,,
0.768,0.76,,0.764,0.008,,,,,,,,,
0.78,0.795,,0.7875,-0.015,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.82,0.81,,0.815,0.01,,,,,,,,,
0.78,0.775,,0.7775,0.005,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.78,0.76,,0.77,0.02,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.842,0.83,,0.836,0.012,,,,,,,,,
0.862,0.835,,0.8485,0.027,,,,,,,,,
0.838,0.835,,0.8365,0.003,,,,,,,,,
0.86,0.825,,0.8425,0.035,,,,,,,,,
0.86,0.855,,0.8575,0.005,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.798,0.79,,0.794,0.008,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.8,0.775,,0.7875,0.025,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.78,0.765,,0.7725,0.015,,,,,,,,,
0.784,0.78,,0.782,0.004,,,,,,,,,
0.798,0.78,,0.789,0.018,,,,,,,,,
0.78,0.76,,0.77,0.02,,,,,,,,,
0.758,0.74,,0.749,0.018,,,,,,,,,
0.74,0.735,,0.7375,0.005,,,,,,,,,
0.722,0.705,,0.7135,0.017,,,,,,,,,
0.782,0.775,,0.7785,0.007,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.798,0.77,,0.784,0.028,,,,,,,,,
0.802,0.78,,0.791,0.022,,,,,,,,,
0.802,0.795,,0.7985,0.007,,,,,,,,,
0.818,0.81,,0.814,0.008,,,,,,,,,
0.838,0.81,,0.824,0.028,,,,,,,,,
0.82,0.815,,0.8175,0.005,,,,,,,,,
0.842,0.83,,0.836,0.012,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.84,0.805,,0.8225,0.035,,,,,,,,,
0.802,0.8,,0.801,0.002,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.798,0.775,,0.7865,0.023,,,,,,,,,
0.782,0.775,,0.7785,0.007,,,,,,,,,
0.78,0.77,,0.775,0.01,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.8,0.78,,0.79,0.02,,,,,,,,,
0.778,0.77,,0.774,0.008,,,,,,,,,
0.804,0.79,,0.797,0.014,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.816,0.8,,0.808,0.016,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.802,0.785,,0.7935,0.017,,,,,,,,,
0.778,0.76,,0.769,0.018,,,,,,,,,
0.782,0.775,,0.7785,0.007,,,,,,,,,
0.822,0.785,,0.8035,0.037,,,,,,,,,
0.748,0.75,,0.749,-0.002,,,,,,,,,
0.728,0.71,,0.719,0.018,,,,,,,,,
0.748,0.715,,0.7315,0.033,,,,,,,,,
0.748,0.73,,0.739,0.018,,,,,,,,,
0.746,0.735,,0.7405,0.011,,,,,,,,,
0.772,0.74,,0.756,0.032,,,,,,,,,
0.784,0.755,,0.7695,0.029,,,,,,,,,
0.77,0.76,,0.765,0.01,,,,,,,,,
0.808,0.775,,0.7915,0.033,,,,,,,,,
0.826,0.795,,0.8105,0.031,,,,,,,,,
0.81,0.805,,0.8075,0.005,,,,,,,,,
0.852,0.8,,0.826,0.052,,,,,,,,,
0.804,0.795,,0.7995,0.009,,,,,,,,,
0.81,0.775,,0.7925,0.035,,,,,,,,,
0.786,0.775,,0.7805,0.011,,,,,,,,,
0.788,0.76,,0.774,0.028,,,,,,,,,
0.766,0.76,,0.763,0.006,,,,,,,,,
0.812,0.775,,0.7935,0.037,,,,,,,,,
0.808,0.795,,0.8015,0.013,,,,,,,,,
0.828,0.8,,0.814,0.028,,,,,,,,,
0.826,0.79,,0.808,0.036,,,,,,,,,
0.81,0.8,,0.805,0.01,,,,,,,,,
0.83,0.785,,0.8075,0.045,,,,,,,,,
0.804,0.785,,0.7945,0.019,,,,,,,,,
0.79,0.775,,0.7825,0.015,,,,,,,,,
0.788,0.765,,0.7765,0.023,,,,,,,,,
0.788,0.76,,0.774,0.028,,,,,,,,,
0.766,0.755,,0.7605,0.011,,,,,,,,,
0.77,0.745,,0.7575,0.025,,,,,,,,,
0.788,0.75,,0.769,0.038,,,,,,,,,
0.748,0.74,,0.744,0.008,,,,,,,,,
0.768,0.745,,0.7565,0.023,,,,,,,,,
0.786,0.755,,0.7705,0.031,,,,,,,,,
0.788,0.77,,0.779,0.018,,,,,,,,,
0.74,0.75,,0.745,-0.01,,,,,,,,,
0.762,0.74,,0.751,0.022,,,,,,,,,
0.76,0.745,,0.7525,0.015,,,,,,,,,
0.778,0.775,,0.7765,0.003,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.842,0.82,,0.831,0.022,,,,,,,,,
0.818,0.815,,0.8165,0.003,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.858,0.835,,0.8465,0.023,,,,,,,,,
0.842,0.84,,0.841,0.002,,,,,,,,,
0.842,0.805,,0.8235,0.037,,,,,,,,,
0.796,0.79,,0.793,0.006,,,,,,,,,
0.802,0.79,,0.796,0.012,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.82,0.81,,0.815,0.01,,,,,,,,,
0.844,0.805,,0.8245,0.039,,,,,,,,,
0.816,0.81,,0.813,0.006,,,,,,,,,
0.822,0.815,,0.8185,0.007,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.82,0.805,,0.8125,0.015,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.782,0.77,,0.776,0.012,,,,,,,,,
0.822,0.8,,0.811,0.022,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.822,0.795,,0.8085,0.027,,,,,,,,,
0.82,0.81,,0.815,0.01,,,,,,,,,
0.818,0.8,,0.809,0.018,,,,,,,,,
0.8,0.8,,0.8,0,,,,,,,,,
0.844,0.81,,0.827,0.034,,,,,,,,,
0.814,0.81,,0.812,0.004,,,,,,,,,
0.844,0.815,,0.8295,0.029,,,,,,,,,
0.822,0.805,,0.8135,0.017,,,,,,,,,
0.78,0.78,,0.78,0,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.8,0.79,,0.795,0.01,,,,,,,,,
0.8,0.785,,0.7925,0.015,,,,,,,,,
0.784,0.755,,0.7695,0.029,,,,,,,,,
0.778,0.765,,0.7715,0.013,,,,,,,,,
0.756,0.75,,0.753,0.006,,,,,,,,,
0.822,0.795,,0.8085,0.027,,,,,,,,,
0.822,0.82,,0.821,0.002,,,,,,,,,
0.858,0.825,,0.8415,0.033,,,,,,,,,
0.838,0.835,,0.8365,0.003,,,,,,,,,
0.862,0.83,,0.846,0.032,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.822,0.81,,0.816,0.012,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.822,0.81,,0.816,0.012,,,,,,,,,
0.836,0.81,,0.823,0.026,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.804,0.805,,0.8045,-0.001,,,,,,,,,
0.818,0.795,,0.8065,0.023,,,,,,,,,
0.802,0.79,,0.796,0.012,,,,,,,,,
0.776,0.765,,0.7705,0.011,,,,,,,,,
0.802,0.775,,0.7885,0.027,,,,,,,,,
0.758,0.735,,0.7465,0.023,,,,,,,,,
0.74,0.75,,0.745,-0.01,,,,,,,,,
0.86,0.84,,0.85,0.02,,,,,,,,,
0.838,0.825,,0.8315,0.013,,,,,,,,,
0.864,0.85,,0.857,0.014,,,,,,,,,
0.836,0.815,,0.8255,0.021,,,,,,,,,
0.842,0.815,,0.8285,0.027,,,,,,,,,
0.798,0.8,,0.799,-0.002,,,,,,,,,
0.822,0.795,,0.8085,0.027,,,,,,,,,
0.8,0.795,,0.7975,0.005,,,,,,,,,
0.818,0.805,,0.8115,0.013,,,,,,,,,
0.84,0.81,,0.825,0.03,,,,,,,,,
